name,address,type,lat,lon
202 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.3686671,103.8444211
201E Tampines Street 23,"Tampines Street 23, Singapore",hdb,1.353739,103.9537852
201D Punggol Field,"Punggol Field, Singapore",hdb,1.399537,103.903246
201C Punggol Field,"Punggol Field, Singapore",hdb,1.399335,103.903709
201C Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3871309,103.893629
201B Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.388281,103.893762
201B Punggol Field,"Punggol Field, Singapore",hdb,1.399892,103.903961
201A Compassvale Drive,"Compassvale Drive, Singapore",hdb,1.3889427,103.8931509
201 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342026,103.850654
201 Serangoon Central,"Serangoon Central, Singapore",hdb,1.350978,103.873595
201 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.442689,103.775435
201 Petir Road,"Petir Road, Singapore",hdb,1.371902,103.775216
201 Jurong East Street 21,"Jurong East Street 21, Singapore",hdb,1.33645,103.74308
201 Hougang Street 21,"Hougang Street 21, Singapore",hdb,1.357538,103.8835147
201 Clementi Avenue 6,"Clementi Avenue 6, Singapore",hdb,1.3198982,103.7632973
201 Ang Mo Kio Avenue 3,"Ang Mo Kio Avenue 3, Singapore",hdb,1.368819,103.844489
200D Sengkang East Road,"Sengkang East Road, Singapore",hdb,1.387241,103.893156
200B Sengkang East Road,"Sengkang East Road, Singapore",hdb,1.387111,103.892584
200A Sengkang East Road,"Sengkang East Road, Singapore",hdb,1.386918,103.892102
200 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342026,103.850654
200 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.342999,103.714702
20 Telok Blangah Crescent,"Telok Blangah Crescent, Singapore",hdb,1.3246593,103.9363792
20 Teban Gardens Road,"Teban Gardens Road, Singapore",hdb,1.446192,103.819998
20 St. Georges Road,"St. Georges Road, Singapore",hdb,1.3232804,103.8622693
20 Marine Terrace,"Marine Terrace, Singapore",hdb,1.3043161,103.9146854
20 Lorong 7 Toa Payoh,"Lorong 7 Toa Payoh, Singapore",hdb,1.3348467,103.8575717
20 Jalan Membina,"Jalan Membina, Singapore",hdb,1.285381,103.825737
20 Jalan Klinik,"Jalan Klinik, Singapore",hdb,1.288108,103.829051
20 Holland Drive,"Holland Drive, Singapore",hdb,1.310623,103.7927269
20 Eunos Crescent,"Eunos Crescent, Singapore",hdb,1.324636,103.903214
20 Dover Crescent,"Dover Crescent, Singapore",hdb,1.306685,103.783514
20 Balam Road,"Balam Road, Singapore",hdb,1.3308156,103.8869207
20 Bedok South Road,"Bedok South Road, Singapore",hdb,1.317668,103.931237
2 Teck Whye Avenue,"Teck Whye Avenue, Singapore",hdb,1.38194,103.751834
2 Tanjong Pagar Plaza,"Tanjong Pagar Plaza, Singapore",hdb,1.275234,103.842606
2 St. Georges Road,"St. Georges Road, Singapore",hdb,1.3249824,103.8619087
2 Marsiling Drive,"Marsiling Drive, Singapore",hdb,1.440718,103.776477
2 Marine Terrace,"Marine Terrace, Singapore",hdb,1.3053416,103.9161303
2 Lorong Lew Lian,"Lorong Lew Lian, Singapore",hdb,1.3502431,103.8774314
2 Lorong 7 Toa Payoh,"Lorong 7 Toa Payoh, Singapore",hdb,1.3906753,103.856816
2 Jalan Bukit Merah,"Jalan Bukit Merah, Singapore",hdb,1.286665,103.809724
2 Jalan Bukit Ho Swee,"Jalan Bukit Ho Swee, Singapore",hdb,1.287258,103.83187
2 Holland Avenue,"Holland Avenue, Singapore",hdb,1.309469,103.795753
2 Hougang Avenue 3,"Hougang Avenue 3, Singapore",hdb,1.35958,103.891305
2 Haig Road,"Haig Road, Singapore",hdb,1.313541,103.895483
2 Ghim Moh Road,"Ghim Moh Road, Singapore",hdb,1.312651,103.788547
2 Dover Road,"Dover Road, Singapore",hdb,1.3065712,103.7796756
2 Delta Avenue,"Delta Avenue, Singapore",hdb,1.291738,103.828028
1G Cantonment Road,"Cantonment Road, Singapore",hdb,1.275499,103.841398
2 Bedok South Avenue 1,"Bedok South Avenue 1, Singapore",hdb,1.2672251,103.8500624
1F Cantonment Road,"Cantonment Road, Singapore",hdb,1.275499,103.841398
1D Cantonment Road,"Cantonment Road, Singapore",hdb,1.275499,103.841398
1C Cantonment Road,"Cantonment Road, Singapore",hdb,1.275499,103.841398
1A Cantonment Road,"Cantonment Road, Singapore",hdb,1.275499,103.841398
1B Cantonment Road,"Cantonment Road, Singapore",hdb,1.275499,103.841398
199B Punggol Field,"Punggol Field, Singapore",hdb,1.399963,103.905751
199A Punggol Field,"Punggol Field, Singapore",hdb,1.399756,103.906114
199 Toa Payoh North,"Toa Payoh North, Singapore",hdb,1.342026,103.850654
199 Pasir Ris Street 12,"Pasir Ris Street 12, Singapore",hdb,1.367344,103.959683
197D Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.3462655,103.7072537
198 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.344443,103.714002
197B Punggol Field,"Punggol Field, Singapore",hdb,1.400045,103.906532
197A Punggol Field,"Punggol Field, Singapore",hdb,1.399774,103.90685
196D Punggol Field,"Punggol Field, Singapore",hdb,1.399591,103.907249
197 Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.392471,103.903706
196C Punggol Field,"Punggol Field, Singapore",hdb,1.39928,103.907498
196A Punggol Field,"Punggol Field, Singapore",hdb,1.399197,103.906741
196 Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.392721,103.90326
195D Punggol Road,"Punggol Road, Singapore",hdb,1.401499,103.906987
195E Punggol Road,"Punggol Road, Singapore",hdb,1.401771,103.907178
195 Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.392794,103.902423
195 Kim Keat Avenue,"Kim Keat Avenue, Singapore",hdb,1.331138,103.858583
195 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.348349,103.850926
194 Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.392946,103.901861
194 Kim Keat Avenue,"Kim Keat Avenue, Singapore",hdb,1.33094,103.858174
193 Lorong 4 Toa Payoh,"Lorong 4 Toa Payoh, Singapore",hdb,1.331587,103.85129
193 Bukit Batok West Avenue 6,"Bukit Batok West Avenue 6, Singapore",hdb,1.345888,103.744498
193 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.348674,103.850974
192B Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.394163,103.903051
192C Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.394314,103.902995
192A Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.39433,103.903469
192 Punggol Central,"Punggol Central, Singapore",hdb,1.399771,103.909514
191A Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.393868,103.903446
191 Bukit Batok West Avenue 6,"Bukit Batok West Avenue 6, Singapore",hdb,1.3454841,103.7453847
191 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.35054,103.851375
190B Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.39418,103.902375
190A Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.395207,103.902973
190 Bukit Batok West Avenue 6,"Bukit Batok West Avenue 6, Singapore",hdb,1.345386,103.746045
190 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.3507994,103.85213
19 Redhill Close,"Redhill Close, Singapore",hdb,1.286083,103.817834
19 Queens Close,"Queens Close, Singapore",hdb,1.292985,103.800512
19 Marsiling Lane,"Marsiling Lane, Singapore",hdb,1.44362,103.777386
19 Marine Terrace,"Marine Terrace, Singapore",hdb,1.304402,103.914676
19 Jalan Tenteram,"Jalan Tenteram, Singapore",hdb,1.327606,103.859864
19 Hougang Avenue 3,"Hougang Avenue 3, Singapore",hdb,1.3628094,103.8927792
19 Ghim Moh Road,"Ghim Moh Road, Singapore",hdb,1.31172,103.788752
19 Eunos Crescent,"Eunos Crescent, Singapore",hdb,1.324298,103.9032129
19 Cantonment Close,"Cantonment Close, Singapore",hdb,1.3166,103.8612
19 Chai Chee Road,"Chai Chee Road, Singapore",hdb,1.3267834,103.9222963
19 Balam Road,"Balam Road, Singapore",hdb,1.331439,103.887406
18B Holland Drive,"Holland Drive, Singapore",hdb,1.2747478,103.7338095
18A Holland Drive,"Holland Drive, Singapore",hdb,1.2747478,103.7338095
189B Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.395833,103.90362
189C Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.395362,103.903649
189A Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.395527,103.9040179
189 Pasir Ris Street 12,"Pasir Ris Street 12, Singapore",hdb,1.365589,103.959037
189 Bukit Batok West Avenue 6,"Bukit Batok West Avenue 6, Singapore",hdb,1.3459453,103.7464887
188C Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.395358,103.904632
189 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.350237,103.851835
188B Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.3949022,103.9055456
188A Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.3941651,103.9053815
188 Punggol Central,"Punggol Central, Singapore",hdb,1.3988376,103.9108486
188 Bukit Batok West Avenue 6,"Bukit Batok West Avenue 6, Singapore",hdb,1.3465906,103.7457566
188 Pasir Ris Street 12,"Pasir Ris Street 12, Singapore",hdb,1.365235,103.959011
188 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.3497646,103.8514689
187B Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.39435,103.905997
187A Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.3941428,103.9053987
187 Boon Lay Avenue,"Boon Lay Avenue, Singapore",hdb,1.344923,103.710489
187 Punggol Central,"Punggol Central, Singapore",hdb,1.3987471,103.9110506
187 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.349702,103.8516345
186D Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.3928009,103.9045259
186 Punggol Central,"Punggol Central, Singapore",hdb,1.398563,103.9111
186C Rivervale Drive,"Rivervale Drive, Singapore",hdb,1.392778,103.905158
186 Boon Lay Avenue,"Boon Lay Avenue, Singapore",hdb,1.3456407,103.7109448
186 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.349324,103.852583
185D Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.393887,103.906343
185C Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.393039,103.906353
185A Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.3925341,103.9066232
185 Jelebu Road,"Jelebu Road, Singapore",hdb,1.379346,103.762143
185 Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.397788,103.9100179
185 Boon Lay Avenue,"Boon Lay Avenue, Singapore",hdb,1.346241,103.710947
184C Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.392096,103.908265
184 Stirling Road,"Stirling Road, Singapore",hdb,1.2926714,103.8052404
184 Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.398107,103.909755
184 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.346329,103.743896
183D Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.391494,103.908747
184 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.35008,103.852539
183C Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.390948,103.908613
183C Boon Lay Avenue,"Boon Lay Avenue, Singapore",hdb,1.347045,103.713658
183B Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.3908429,103.9082054
183A Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.391589,103.907924
183A Boon Lay Avenue,"Boon Lay Avenue, Singapore",hdb,1.348767,103.708451
183 Toa Payoh Central,"Toa Payoh Central, Singapore",hdb,1.3333778,103.8488598
183 Jelebu Road,"Jelebu Road, Singapore",hdb,1.379953,103.763055
183 Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.398317,103.9094609
183 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.346443,103.743422
183 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.3474602,103.854032
183 Bedok North Road,"Bedok North Road, Singapore",hdb,1.326018,103.9404321
182 Stirling Road,"Stirling Road, Singapore",hdb,1.295268,103.804944
182 Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.398906,103.909419
182 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.345567,103.743832
182 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.350219,103.853056
181 Pasir Ris Street 11,"Pasir Ris Street 11, Singapore",hdb,1.364289,103.96072
181 Jelebu Road,"Jelebu Road, Singapore",hdb,1.379276,103.762997
181 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.345685,103.743412
181 Bedok North Road,"Bedok North Road, Singapore",hdb,1.326678,103.941273
180D Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.3940664,103.9051659
181 Ang Mo Kio Avenue 5,"Ang Mo Kio Avenue 5, Singapore",hdb,1.376781,103.837008
180 Pasir Ris Street 11,"Pasir Ris Street 11, Singapore",hdb,1.364728,103.960098
180 Lompang Road,"Lompang Road, Singapore",hdb,1.378961,103.764896
180 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.345637,103.742875
180 Bedok North Road,"Bedok North Road, Singapore",hdb,1.32675,103.940776
180 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.34849,103.852373
180 Ang Mo Kio Avenue 5,"Ang Mo Kio Avenue 5, Singapore",hdb,1.376465,103.838001
18 Telok Blangah Crescent,"Telok Blangah Crescent, Singapore",hdb,1.2767651,103.8190524
18 St. Georges Road,"St. Georges Road, Singapore",hdb,1.2747478,103.7338095
18 Taman Ho Swee,"Taman Ho Swee, Singapore",hdb,1.28813,103.830859
18 Redhill Close,"Redhill Close, Singapore",hdb,1.285847,103.817794
18 Marine Terrace,"Marine Terrace, Singapore",hdb,1.30321,103.914301
18 Jalan Tenteram,"Jalan Tenteram, Singapore",hdb,1.327121,103.859381
18 Lorong 7 Toa Payoh,"Lorong 7 Toa Payoh, Singapore",hdb,1.3348417,103.8570298
18 Hougang Avenue 3,"Hougang Avenue 3, Singapore",hdb,1.363209,103.891933
18 Eunos Crescent,"Eunos Crescent, Singapore",hdb,1.323685,103.903964
179 Yung Sheng Road,"Yung Sheng Road, Singapore",hdb,1.3341323,103.7205402
18 Dover Crescent,"Dover Crescent, Singapore",hdb,1.308001,103.78455
179 Toa Payoh Central,"Toa Payoh Central, Singapore",hdb,1.333902,103.850092
179 Lompang Road,"Lompang Road, Singapore",hdb,1.379843,103.765076
179 Ang Mo Kio Avenue 5,"Ang Mo Kio Avenue 5, Singapore",hdb,1.3759289,103.839148
179 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.345669,103.7423
178A Rivervale Crescent,"Rivervale Crescent, Singapore",hdb,1.3940709,103.9051566
178 Woodlands Street 13,"Woodlands Street 13, Singapore",hdb,1.434634,103.77767
178 Toa Payoh Central,"Toa Payoh Central, Singapore",hdb,1.333575,103.849233
178 Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.399258,103.908533
178 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Singapore",hdb,1.376304,103.83687
177 Yung Sheng Road,"Yung Sheng Road, Singapore",hdb,1.333319,103.721419
177 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Singapore",hdb,1.375895,103.838023
176C Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.39825,103.908896
176D Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.39795,103.909453
176B Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.398548,103.908512
176A Edgefield Plains,"Edgefield Plains, Singapore",hdb,1.398998,103.908146
176 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.3459001,103.7413553
176 Lompang Road,"Lompang Road, Singapore",hdb,1.379204,103.765853
176 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.3442129,103.7130965
176 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.348145,103.853919
176 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Singapore",hdb,1.375902,103.836097
175C Punggol Field,"Punggol Field, Singapore",hdb,1.398131,103.908148
175D Punggol Field,"Punggol Field, Singapore",hdb,1.398358,103.90786
175B Punggol Field,"Punggol Field, Singapore",hdb,1.397735,103.908537
175 Lorong 2 Toa Payoh,"Lorong 2 Toa Payoh, Singapore",hdb,1.333395,103.847057
175A Punggol Field,"Punggol Field, Singapore",hdb,1.397408,103.908968
175 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.345551,103.741608
175 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.346686,103.7095
175 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.348957,103.85374
174D Edgedale Plains,"Edgedale Plains, Singapore",hdb,1.397492,103.909986
175 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Singapore",hdb,1.375768,103.83693
174B Edgedale Plains,"Edgedale Plains, Singapore",hdb,1.396666,103.910811
174 Lorong 1 Toa Payoh,"Lorong 1 Toa Payoh, Singapore",hdb,1.330681,103.841909
173D Punggol Field,"Punggol Field, Singapore",hdb,1.395934,103.910882
174 Boon Lay Drive,"Boon Lay Drive, Singapore",hdb,1.346441,103.709107
173B Punggol Field,"Punggol Field, Singapore",hdb,1.3962622,103.9098711
173A Punggol Field,"Punggol Field, Singapore",hdb,1.396939,103.909515
173 Lorong 1 Toa Payoh,"Lorong 1 Toa Payoh, Singapore",hdb,1.33003,103.842533
173 Woodlands Street 13,"Woodlands Street 13, Singapore",hdb,1.432983,103.777818
173 Hougang Avenue 1,"Hougang Avenue 1, Singapore",hdb,1.350122,103.888958
173 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Singapore",hdb,1.375297,103.836262
172A Edgedale Plains,"Edgedale Plains, Singapore",hdb,1.395333,103.911556
172C Edgedale Plains,"Edgedale Plains, Singapore",hdb,1.395621,103.91228
172 Woodlands Street 13,"Woodlands Street 13, Singapore",hdb,1.433976,103.777493
172 Hougang Avenue 1,"Hougang Avenue 1, Singapore",hdb,1.350602,103.889038
172 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.3458757,103.740341
172 Bedok South Road,"Bedok South Road, Singapore",hdb,1.3204758,103.9446407
171 Yishun Avenue 7,"Yishun Avenue 7, Singapore",hdb,1.43692,103.832118
171 Stirling Road,"Stirling Road, Singapore",hdb,1.2960982,103.8035984
171 Lorong 1 Toa Payoh,"Lorong 1 Toa Payoh, Singapore",hdb,1.330781,103.842238
171 Hougang Avenue 1,"Hougang Avenue 1, Singapore",hdb,1.351145,103.889169
171 Gangsa Road,"Gangsa Road, Singapore",hdb,1.379219,103.766378
171 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.3463659,103.7405343
171 Ang Mo Kio Avenue 4,"Ang Mo Kio Avenue 4, Singapore",hdb,1.37481,103.835413
170 Yishun Avenue 7,"Yishun Avenue 7, Singapore",hdb,1.437089,103.832769
170 Stirling Road,"Stirling Road, Singapore",hdb,1.290911,103.803121
170 Gangsa Road,"Gangsa Road, Singapore",hdb,1.3783756,103.7658256
17 Toh Yi Drive,"Toh Yi Drive, Singapore",hdb,1.339779,103.772556
17 Telok Blangah Crescent,"Telok Blangah Crescent, Singapore",hdb,1.277393,103.821967
17 Marsiling Lane,"Marsiling Lane, Singapore",hdb,1.442651,103.777733
17 Marine Terrace,"Marine Terrace, Singapore",hdb,1.303583,103.9140209
17 Lorong 7 Toa Payoh,"Lorong 7 Toa Payoh, Singapore",hdb,1.33634,103.857096
17 Jalan Tenteram,"Jalan Tenteram, Singapore",hdb,1.328273,103.859948
17 Hougang Avenue 3,"Hougang Avenue 3, Singapore",hdb,1.3628346,103.8927762
17 Dover Crescent,"Dover Crescent, Singapore",hdb,1.307354,103.78455
17 Cantonment Close,"Cantonment Close, Singapore",hdb,1.3166,103.8612
169 Woodlands Street 11,"Woodlands Street 11, Singapore",hdb,1.43332,103.776492
169 Stirling Road,"Stirling Road, Singapore",hdb,1.2942523,103.8053638
168D Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
168C Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
168B Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
168B Punggol East,"Punggol East, Singapore",hdb,1.393915,103.915182
168A Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
168A Punggol East,"Punggol East, Singapore",hdb,1.393915,103.915182
168 Petir Road,"Petir Road, Singapore",hdb,1.377575,103.764403
168 Stirling Road,"Stirling Road, Singapore",hdb,1.290029,103.803307
168 Bukit Batok West Avenue 8,"Bukit Batok West Avenue 8, Singapore",hdb,1.3476131,103.7410428
168 Bishan Street 13,"Bishan Street 13, Singapore",hdb,1.347322,103.854165
167d Punggol East,"Punggol East, Singapore",hdb,1.393915,103.915182
167C Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
167B Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
167C Punggol East,"Punggol East, Singapore",hdb,1.393915,103.915182
167A Simei Lane,"Simei Lane, Singapore",hdb,1.3439,103.9586
167A Punggol East,"Punggol East, Singapore",hdb,1.393915,103.915182
